timestamp,elapsed_s,linear_x,angular_z
1773717210.988,26.09,0.2000,0.0000
1773717211.024,26.12,0.2000,0.0000
1773717211.049,26.15,0.2000,0.0000
1773717211.082,26.18,0.2000,0.0000
1773717211.117,26.22,0.2000,0.0000
1773717211.151,26.25,0.2000,0.0000
1773717211.209,26.31,0.2000,0.0000
1773717211.231,26.33,0.2000,0.0000
1773717211.257,26.36,0.2000,0.0000
1773717211.289,26.39,0.2000,0.0000
1773717211.325,26.42,0.2000,0.0000
1773717211.369,26.47,0.2000,0.0000
1773717211.407,26.51,0.2000,0.0000
1773717211.442,26.54,0.2000,0.0000
1773717211.472,26.57,0.2000,0.0000
1773717211.490,26.59,0.2000,0.0000
1773717211.533,26.63,0.2000,0.0000
1773717211.572,26.67,0.2000,0.0000
1773717211.603,26.70,0.2000,0.0000
1773717211.637,26.74,0.2000,0.0000
1773717211.678,26.78,0.2000,0.0000
1773717211.699,26.80,0.2000,0.0000
1773717211.737,26.84,0.2000,0.0000
1773717211.774,26.87,0.2000,0.0000
1773717211.817,26.92,0.1400,0.2500
1773717211.851,26.95,0.1400,0.2500
1773717211.891,26.99,0.1400,0.2500
1773717211.920,27.02,0.1400,0.2500
1773717211.945,27.04,0.1400,0.2500
1773717211.982,27.08,0.1400,0.2500
1773717212.011,27.11,0.1400,0.2500
1773717212.047,27.15,0.1400,0.2500
1773717212.113,27.21,0.1400,0.2500
1773717212.146,27.25,0.1400,0.2500
1773717212.194,27.29,0.1400,0.2500
1773717212.238,27.34,0.1400,0.2500
1773717212.286,27.39,0.2000,0.0000
1773717212.322,27.42,0.2000,0.0000
1773717212.357,27.46,0.2000,0.0000
1773717212.416,27.51,0.2000,0.0000
1773717212.445,27.54,0.2000,0.0000
1773717212.473,27.57,0.2000,0.0000
1773717212.501,27.60,0.2000,0.0000
1773717212.530,27.63,0.2000,0.0000
1773717212.583,27.68,0.2000,0.0000
1773717212.619,27.72,0.2000,0.0000
1773717212.652,27.75,0.2000,0.0000
1773717212.700,27.80,0.2000,0.0000
1773717212.732,27.83,0.2000,0.0000
1773717212.776,27.87,0.2000,0.0000
1773717212.818,27.92,0.2000,0.0000
1773717212.842,27.94,0.2000,0.0000
1773717212.899,28.00,0.2000,0.0000
1773717212.937,28.04,0.2000,0.0000
1773717212.980,28.08,0.2000,0.0000
1773717213.012,28.11,0.2000,0.0000
1773717213.050,28.15,0.2000,0.0000
1773717213.097,28.20,0.2000,0.0000
1773717213.124,28.22,0.2000,0.0000
1773717213.163,28.26,0.2000,0.0000
1773717213.191,28.29,0.2000,0.0000
1773717213.217,28.32,0.2000,0.0000
1773717213.256,28.35,0.2000,0.0000
1773717213.288,28.39,0.2000,0.0000
1773717213.320,28.42,0.2000,0.0000
1773717213.375,28.47,0.2000,0.0000
1773717213.414,28.51,0.2000,0.0000
1773717213.442,28.54,0.2000,0.0000
1773717213.476,28.58,0.2000,0.0000
1773717213.507,28.61,0.2000,0.0000
1773717213.541,28.64,0.2000,0.0000
1773717213.578,28.68,0.2000,0.0000
1773717213.623,28.72,0.2000,0.0000
1773717213.662,28.76,0.2000,0.0000
1773717213.709,28.81,0.2000,0.0000
1773717213.753,28.85,0.2000,0.0000
1773717213.782,28.88,0.2000,0.0000
1773717213.814,28.91,0.2000,0.0000
1773717213.877,28.98,0.1400,0.2500
1773717213.905,29.00,0.1400,0.2500
1773717213.950,29.05,0.2000,0.0000
1773717213.983,29.08,0.2000,0.0000
1773717214.036,29.14,0.2000,0.0000
1773717214.074,29.17,0.2000,0.0000
1773717214.113,29.21,0.2000,0.0000
1773717214.157,29.26,0.2000,0.0000
1773717214.183,29.28,0.2000,0.0000
1773717214.221,29.32,0.2000,0.0000
1773717214.259,29.36,0.2000,0.0000
1773717214.301,29.40,0.2000,0.0000
1773717214.343,29.44,0.2000,0.0000
1773717214.367,29.47,0.2000,0.0000
1773717214.417,29.52,0.2000,0.0000
1773717214.450,29.55,0.2000,0.0000
1773717214.489,29.59,0.2000,0.0000
1773717214.517,29.62,0.2000,0.0000
1773717214.554,29.65,0.2000,0.0000
1773717214.596,29.70,0.2000,0.0000
1773717214.618,29.72,0.2000,0.0000
1773717214.673,29.77,0.2000,0.0000
1773717214.695,29.79,0.2000,0.0000
1773717214.728,29.83,0.2000,0.0000
1773717214.775,29.87,0.2000,0.0000
1773717214.843,29.94,0.1400,0.2500
1773717214.848,29.95,0.1400,0.2500
1773717214.879,29.98,0.2000,0.0000
1773717214.910,30.01,0.1400,0.2500
1773717214.937,30.04,0.1400,0.2500
1773717214.997,30.10,0.2000,0.0000
1773717215.021,30.12,0.2000,0.0000
1773717215.061,30.16,0.2000,0.0000
1773717215.097,30.20,0.2000,0.0000
1773717215.118,30.22,0.2000,0.0000
1773717215.166,30.26,0.2000,0.0000
1773717215.195,30.29,0.2000,0.0000
1773717215.240,30.34,0.2000,0.0000
1773717215.277,30.38,0.2000,0.0000
1773717215.307,30.41,0.2000,0.0000
1773717215.330,30.43,0.2000,0.0000
1773717215.375,30.47,0.2000,0.0000
1773717215.421,30.52,0.2000,0.0000
1773717215.454,30.55,0.2000,0.0000
1773717215.495,30.59,0.2000,0.0000
1773717215.534,30.63,0.2000,0.0000
1773717215.565,30.66,0.2000,0.0000
1773717215.599,30.70,0.2000,0.0000
1773717215.668,30.77,0.2000,0.0000
1773717215.670,30.77,0.2000,0.0000
1773717215.694,30.79,0.2000,0.0000
1773717215.733,30.83,0.2000,0.0000
1773717215.779,30.88,0.2000,0.0000
1773717215.813,30.91,0.2000,0.0000
1773717215.838,30.94,0.2000,0.0000
1773717215.875,30.97,0.2000,0.0000
1773717215.914,31.01,0.2000,0.0000
1773717215.957,31.06,0.2000,0.0000
1773717215.995,31.09,0.2000,0.0000
1773717216.031,31.13,0.2000,0.0000
1773717216.067,31.17,0.2000,0.0000
1773717216.104,31.20,0.2000,0.0000
1773717216.136,31.24,0.2000,0.0000
1773717216.175,31.27,0.2000,0.0000
1773717216.204,31.30,0.2000,0.0000
1773717216.251,31.35,0.2000,0.0000
1773717216.307,31.41,0.2000,0.0000
1773717216.308,31.41,0.2000,0.0000
1773717216.339,31.44,0.2000,0.0000
1773717216.377,31.48,0.2000,0.0000
1773717216.424,31.52,0.2000,0.0000
1773717216.465,31.56,0.2000,0.0000
1773717216.491,31.59,0.1400,0.2500
1773717216.524,31.62,0.2000,0.0000
1773717216.567,31.67,0.1400,0.2500
1773717216.599,31.70,0.1400,0.2500
1773717216.629,31.73,0.1400,0.2500
1773717216.663,31.76,0.2000,0.0000
1773717216.708,31.81,0.2000,0.0000
1773717216.740,31.84,0.2000,0.0000
1773717216.781,31.88,0.2000,0.0000
1773717216.813,31.91,0.2000,0.0000
1773717216.846,31.94,0.2000,0.0000
1773717216.877,31.98,0.2000,0.0000
1773717216.923,32.02,0.2000,0.0000
1773717216.961,32.06,0.2000,0.0000
1773717217.001,32.10,0.2000,0.0000
1773717217.059,32.16,0.2000,0.0000
1773717217.093,32.19,0.2000,0.0000
1773717217.116,32.22,0.2000,0.0000
1773717217.161,32.26,0.2000,0.0000
1773717217.199,32.30,0.2000,0.0000
1773717217.227,32.33,0.2000,0.0000
1773717217.263,32.36,0.2000,0.0000
1773717217.324,32.42,0.2000,0.0000
1773717217.365,32.46,0.2000,0.0000
1773717217.388,32.49,0.2000,0.0000
1773717217.441,32.54,0.2000,0.0000
1773717217.479,32.58,0.2000,0.0000
1773717217.517,32.62,0.2000,0.0000
1773717217.551,32.65,0.2000,0.0000
1773717217.588,32.69,0.2000,0.0000
1773717217.612,32.71,0.2000,0.0000
1773717217.657,32.76,0.2000,0.0000
1773717217.689,32.79,0.2000,0.0000
1773717217.731,32.83,0.2000,0.0000
1773717217.772,32.87,0.2000,0.0000
1773717217.790,32.89,0.2000,0.0000
1773717217.837,32.94,0.2000,0.0000
1773717217.862,32.96,0.2000,0.0000
1773717217.898,33.00,0.2000,0.0000
1773717217.939,33.04,0.2000,0.0000
1773717217.975,33.07,0.2000,0.0000
1773717218.013,33.11,0.2000,0.0000
1773717218.035,33.13,0.2000,0.0000
1773717218.082,33.18,0.2000,0.0000
1773717218.104,33.20,0.2000,0.0000
1773717218.137,33.24,0.2000,0.0000
1773717218.190,33.29,0.2000,0.0000
1773717218.214,33.31,0.2000,0.0000
1773717218.257,33.36,0.2000,0.0000
1773717218.284,33.38,0.2000,0.0000
1773717218.320,33.42,0.2000,0.0000
1773717218.370,33.47,0.2000,0.0000
1773717218.406,33.51,0.2000,0.0000
1773717218.436,33.54,0.2000,0.0000
1773717218.471,33.57,0.2000,0.0000
1773717218.491,33.59,0.2000,0.0000
1773717218.530,33.63,0.2000,0.0000
1773717218.566,33.67,0.2000,0.0000
1773717218.601,33.70,0.2000,0.0000
1773717218.648,33.75,0.2000,0.0000
1773717218.682,33.78,0.2000,0.0000
1773717218.707,33.81,0.2000,0.0000
1773717218.763,33.86,0.2000,0.0000
1773717218.793,33.89,0.2000,0.0000
1773717218.847,33.95,0.2000,0.0000
1773717218.864,33.96,0.2000,0.0000
1773717218.900,34.00,0.2000,0.0000
1773717218.963,34.06,0.2000,0.0000
1773717218.990,34.09,0.1400,0.2500
1773717219.025,34.12,0.1400,0.2500
1773717219.068,34.17,0.1400,0.2500
1773717219.098,34.20,0.2000,0.0000
1773717219.122,34.22,0.2000,0.0000
1773717219.156,34.26,0.2000,0.0000
1773717219.191,34.29,0.2000,0.0000
1773717219.230,34.33,0.2000,0.0000
1773717219.251,34.35,0.2000,0.0000
1773717219.301,34.40,0.2000,0.0000
1773717219.322,34.42,0.2000,0.0000
1773717219.368,34.47,0.2000,0.0000
1773717219.429,34.53,0.2000,0.0000
1773717219.430,34.53,0.2000,0.0000
1773717219.460,34.56,0.2000,0.0000
1773717219.499,34.60,0.2000,0.0000
1773717219.526,34.63,0.2000,0.0000
1773717219.565,34.66,0.1400,0.2500
1773717219.599,34.70,0.1400,0.2500
1773717219.629,34.73,0.1400,0.2500
1773717219.664,34.76,0.2000,0.0000
1773717219.695,34.79,0.2000,0.0000
1773717219.730,34.83,0.2000,0.0000
1773717219.781,34.88,0.2000,0.0000
1773717219.817,34.92,0.2000,0.0000
1773717219.849,34.95,0.2000,0.0000
1773717219.873,34.97,0.2000,0.0000
1773717219.904,35.00,0.2000,0.0000
1773717219.950,35.05,0.2000,0.0000
1773717219.977,35.08,0.2000,0.0000
1773717220.017,35.12,0.2000,0.0000
1773717220.050,35.15,0.2000,0.0000
1773717220.082,35.18,0.2000,0.0000
1773717220.117,35.22,0.2000,0.0000
1773717220.168,35.27,0.2000,0.0000
1773717220.211,35.31,0.2000,0.0000
1773717220.258,35.36,0.2000,0.0000
1773717220.296,35.39,0.2000,0.0000
1773717220.335,35.43,0.2000,0.0000
1773717220.359,35.46,0.2000,0.0000
1773717220.400,35.50,0.2000,0.0000
1773717220.434,35.53,0.2000,0.0000
1773717220.467,35.57,0.2000,0.0000
1773717220.509,35.61,0.2000,0.0000
1773717220.536,35.64,0.2000,0.0000
1773717220.552,35.65,0.2000,0.0000
1773717220.605,35.70,0.2000,0.0000
1773717220.640,35.74,0.2000,0.0000
1773717220.683,35.78,0.2000,0.0000
1773717220.732,35.83,0.2000,0.0000
1773717220.754,35.85,0.2000,0.0000
1773717220.809,35.91,0.2000,0.0000
1773717220.830,35.93,0.2000,0.0000
1773717220.868,35.97,0.2000,0.0000
1773717220.912,36.01,0.2000,0.0000
1773717220.940,36.04,0.2000,0.0000
1773717220.980,36.08,0.2000,0.0000
1773717221.027,36.13,0.2000,0.0000
1773717221.064,36.16,0.2000,0.0000
1773717221.100,36.20,0.2000,0.0000
1773717221.151,36.25,0.2000,0.0000
1773717221.183,36.28,0.2000,0.0000
1773717221.217,36.32,0.2000,0.0000
1773717221.264,36.36,0.2000,0.0000
1773717221.288,36.39,0.2000,0.0000
1773717221.338,36.44,0.2000,0.0000
1773717221.367,36.47,0.2000,0.0000
1773717221.411,36.51,0.2000,0.0000
1773717221.461,36.56,0.2000,0.0000
1773717221.500,36.60,0.2000,0.0000
1773717221.522,36.62,0.2000,0.0000
1773717221.554,36.65,0.2000,0.0000
1773717221.597,36.70,0.2000,0.0000
1773717221.627,36.73,0.2000,0.0000
1773717221.683,36.78,0.2000,0.0000
1773717221.706,36.81,0.2000,0.0000
1773717221.756,36.86,0.2000,0.0000
1773717221.790,36.89,0.2000,0.0000
1773717221.825,36.92,0.2000,0.0000
1773717221.874,36.97,0.2000,0.0000
1773717221.901,37.00,0.2000,0.0000
1773717221.926,37.03,0.2000,0.0000
1773717221.963,37.06,0.2000,0.0000
1773717221.999,37.10,0.2000,0.0000
1773717222.026,37.13,0.2000,0.0000
1773717222.066,37.17,0.2000,0.0000
1773717222.110,37.21,0.2000,0.0000
1773717222.134,37.23,0.2000,0.0000
1773717222.165,37.26,0.2000,0.0000
1773717222.226,37.33,0.2000,0.0000
1773717222.237,37.34,0.2000,0.0000
1773717222.298,37.40,0.2000,0.0000
1773717222.312,37.41,0.2000,0.0000
1773717222.337,37.44,0.2000,0.0000
1773717222.371,37.47,0.2000,0.0000
1773717222.409,37.51,0.2000,0.0000
1773717222.437,37.54,0.2000,0.0000
1773717222.478,37.58,0.2000,0.0000
1773717222.512,37.61,0.2000,0.0000
1773717222.557,37.66,0.2000,0.0000
1773717222.589,37.69,0.2000,0.0000
1773717222.611,37.71,0.2000,0.0000
1773717222.649,37.75,0.2000,0.0000
1773717222.679,37.78,0.2000,0.0000
1773717222.726,37.83,0.2000,0.0000
1773717222.773,37.87,0.2000,0.0000
1773717222.800,37.90,0.2000,0.0000
1773717222.924,38.02,0.2000,0.0000
1773717222.926,38.03,0.2000,0.0000
1773717222.930,38.03,0.2000,0.0000
1773717222.934,38.03,0.2000,0.0000
1773717222.953,38.05,0.2000,0.0000
1773717222.993,38.09,0.2000,0.0000
1773717223.030,38.13,0.2000,0.0000
1773717223.047,38.15,0.2000,0.0000
1773717223.090,38.19,0.2000,0.0000
1773717223.169,38.27,0.2000,0.0000
1773717223.176,38.28,0.2000,0.0000
1773717223.205,38.30,0.2000,0.0000
1773717223.251,38.35,0.2000,0.0000
1773717223.301,38.40,0.2000,0.0000
1773717223.321,38.42,0.2000,0.0000
1773717223.360,38.46,0.2000,0.0000
1773717223.401,38.50,0.2000,0.0000
1773717223.437,38.54,0.2000,0.0000
1773717223.454,38.55,0.2000,0.0000
1773717223.491,38.59,0.2000,0.0000
1773717223.537,38.64,0.2000,0.0000
1773717223.562,38.66,0.2000,0.0000
1773717223.605,38.70,0.2000,0.0000
1773717223.650,38.75,0.2000,0.0000
1773717223.676,38.78,0.2000,0.0000
1773717223.706,38.81,0.2000,0.0000
1773717223.757,38.86,0.2000,0.0000
1773717223.805,38.90,0.2000,0.0000
1773717223.829,38.93,0.2000,0.0000
1773717223.875,38.97,0.2000,0.0000
1773717223.907,39.01,0.2000,0.0000
1773717223.950,39.05,0.2000,0.0000
1773717223.970,39.07,0.2000,0.0000
1773717224.013,39.11,0.2000,0.0000
1773717224.040,39.14,0.2000,0.0000
1773717224.074,39.17,0.2000,0.0000
1773717224.110,39.21,0.2000,0.0000
1773717224.147,39.25,0.2000,0.0000
1773717224.186,39.29,0.2000,0.0000
1773717224.218,39.32,0.2000,0.0000
1773717224.257,39.36,0.2000,0.0000
1773717224.302,39.40,0.2000,0.0000
1773717224.339,39.44,0.2000,0.0000
1773717224.385,39.48,0.2000,0.0000
1773717224.436,39.54,0.2000,0.0000
1773717224.491,39.59,0.2000,0.0000
1773717224.539,39.64,0.2000,0.0000
1773717224.601,39.70,0.2000,0.0000
1773717224.623,39.72,0.2000,0.0000
1773717224.655,39.75,0.2000,0.0000
1773717224.708,39.81,0.2000,0.0000
1773717224.738,39.84,0.2000,0.0000
1773717224.781,39.88,0.2000,0.0000
1773717224.811,39.91,0.2000,0.0000
1773717224.836,39.94,0.2000,0.0000
1773717224.878,39.98,0.2000,0.0000
1773717224.922,40.02,0.2000,0.0000
1773717224.967,40.07,0.2000,0.0000
1773717224.985,40.08,0.2000,0.0000
1773717225.014,40.11,0.2000,0.0000
1773717225.051,40.15,0.2000,0.0000
1773717225.085,40.18,0.2000,0.0000
1773717225.128,40.23,0.2000,0.0000
1773717225.169,40.27,0.2000,0.0000
1773717225.197,40.30,0.2000,0.0000
1773717225.239,40.34,0.2000,0.0000
1773717225.272,40.37,0.2000,0.0000
1773717225.304,40.40,0.2000,0.0000
1773717225.340,40.44,0.2000,0.0000
1773717225.384,40.48,0.2000,0.0000
1773717225.417,40.52,0.2000,0.0000
1773717225.451,40.55,0.2000,0.0000
1773717225.486,40.59,0.2000,0.0000
1773717225.511,40.61,0.2000,0.0000
1773717225.546,40.64,0.2000,0.0000
1773717225.585,40.68,0.2000,0.0000
1773717225.630,40.73,0.2000,0.0000
1773717225.667,40.77,0.2000,0.0000
1773717225.693,40.79,0.2000,0.0000
1773717225.742,40.84,0.2000,0.0000
1773717225.770,40.87,0.2000,0.0000
1773717225.799,40.90,0.2000,0.0000
1773717225.844,40.94,0.2000,0.0000
1773717225.879,40.98,0.2000,0.0000
1773717225.913,41.01,0.2000,0.0000
1773717225.947,41.05,0.2000,0.0000
1773717225.982,41.08,0.2000,0.0000
1773717226.021,41.12,0.2000,0.0000
1773717226.046,41.15,0.2000,0.0000
1773717226.068,41.17,0.2000,0.0000
1773717226.119,41.22,0.2000,0.0000
1773717226.165,41.26,0.2000,0.0000
1773717226.206,41.31,0.2000,0.0000
1773717226.246,41.35,0.2000,0.0000
1773717226.287,41.39,0.2000,0.0000
1773717226.315,41.41,0.2000,0.0000
1773717226.352,41.45,0.2000,0.0000
1773717226.400,41.50,0.2000,0.0000
1773717226.420,41.52,0.2000,0.0000
1773717226.463,41.56,0.2000,0.0000
1773717226.495,41.59,0.2000,0.0000
1773717226.540,41.64,0.2000,0.0000
1773717226.570,41.67,0.2000,0.0000
1773717226.595,41.69,0.2000,0.0000
1773717226.620,41.72,0.2000,0.0000
1773717226.655,41.75,0.2000,0.0000
1773717226.695,41.79,0.2000,0.0000
1773717226.737,41.84,0.2000,0.0000
1773717226.771,41.87,0.2000,0.0000
1773717226.806,41.91,0.2000,0.0000
1773717226.838,41.94,0.2000,0.0000
1773717226.884,41.98,0.2000,0.0000
1773717226.910,42.01,0.2000,0.0000
1773717226.949,42.05,0.2000,0.0000
1773717226.995,42.09,0.2000,0.0000
1773717227.051,42.15,0.2000,0.0000
1773717227.094,42.19,0.2000,0.0000
1773717227.122,42.22,0.2000,0.0000
1773717227.157,42.26,0.2000,0.0000
1773717227.193,42.29,0.2000,0.0000
1773717227.256,42.36,0.2000,0.0000
1773717227.308,42.41,0.2000,0.0000
1773717227.347,42.45,0.2000,0.0000
1773717227.389,42.49,0.2000,0.0000
1773717227.426,42.52,0.2000,0.0000
1773717227.450,42.55,0.2000,0.0000
1773717227.509,42.61,0.2000,0.0000
1773717227.546,42.64,0.2000,0.0000
1773717227.586,42.69,0.2000,0.0000
1773717227.626,42.73,0.2000,0.0000
1773717227.699,42.80,0.2000,0.0000
1773717227.722,42.82,0.2000,0.0000
1773717227.755,42.85,0.2000,0.0000
1773717227.810,42.91,0.2000,0.0000
1773717227.850,42.95,0.2000,0.0000
1773717227.893,42.99,0.2000,0.0000
1773717227.931,43.03,0.2000,0.0000
1773717227.960,43.06,0.2000,0.0000
1773717227.996,43.09,0.2000,0.0000
1773717228.040,43.14,0.2000,0.0000
1773717228.068,43.17,0.2000,0.0000
1773717228.129,43.23,0.2000,0.0000
1773717228.160,43.26,0.2000,0.0000
1773717228.202,43.30,0.2000,0.0000
1773717228.251,43.35,0.2000,0.0000
1773717228.275,43.37,0.2000,0.0000
1773717228.333,43.43,0.2000,0.0000
1773717228.387,43.49,0.2000,0.0000
1773717228.411,43.51,0.2000,0.0000
1773717228.434,43.53,0.2000,0.0000
1773717228.490,43.59,0.2000,0.0000
1773717228.531,43.63,0.2000,0.0000
1773717228.557,43.66,0.2000,0.0000
1773717228.625,43.72,0.2000,0.0000
1773717228.659,43.76,0.2000,0.0000
1773717228.680,43.78,0.2000,0.0000
1773717228.746,43.85,0.2000,0.0000
1773717228.772,43.87,0.2000,0.0000
1773717228.811,43.91,0.2000,0.0000
1773717228.862,43.96,0.2000,0.0000
1773717228.892,43.99,0.2000,0.0000
1773717228.935,44.03,0.2000,0.0000
1773717228.992,44.09,0.2000,0.0000
1773717229.023,44.12,0.2000,0.0000
1773717229.062,44.16,0.2000,0.0000
1773717229.094,44.19,0.2000,0.0000
1773717229.146,44.24,0.2000,0.0000
1773717229.177,44.28,0.2000,0.0000
1773717229.221,44.32,0.2000,0.0000
1773717229.259,44.36,0.2000,0.0000
1773717229.285,44.38,0.2000,0.0000
1773717229.333,44.43,0.2000,0.0000
1773717229.403,44.50,0.2000,0.0000
1773717229.429,44.53,0.2000,0.0000
1773717229.469,44.57,0.2000,0.0000
1773717229.509,44.61,0.2000,0.0000
1773717229.541,44.64,0.2000,0.0000
1773717229.577,44.68,0.2000,0.0000
1773717229.616,44.72,0.1400,0.2500
1773717229.653,44.75,0.1400,0.2500
1773717229.698,44.80,0.2000,0.0000
1773717229.736,44.84,0.1400,0.2500
1773717229.767,44.87,0.1400,0.2500
1773717229.806,44.91,0.2000,0.0000
1773717229.842,44.94,0.1400,0.2500
1773717229.882,44.98,0.2000,0.0000
1773717229.912,45.01,0.2000,0.0000
1773717229.952,45.05,0.2000,0.0000
1773717229.986,45.09,0.2000,0.0000
1773717230.021,45.12,0.2000,0.0000
1773717230.060,45.16,0.2000,0.0000
1773717230.111,45.21,0.2000,0.0000
1773717230.145,45.24,0.2000,0.0000
1773717230.190,45.29,0.2000,0.0000
1773717230.243,45.34,0.2000,0.0000
1773717230.276,45.38,0.2000,0.0000
1773717230.328,45.43,0.2000,0.0000
1773717230.351,45.45,0.2000,0.0000
1773717230.397,45.50,0.2000,0.0000
1773717230.435,45.53,0.2000,0.0000
1773717230.468,45.57,0.2000,0.0000
1773717230.512,45.61,0.2000,0.0000
1773717230.540,45.64,0.2000,0.0000
1773717230.584,45.68,0.2000,0.0000
1773717230.652,45.75,0.2000,0.0000
1773717230.688,45.79,0.2000,0.0000
1773717230.708,45.81,0.2000,0.0000
1773717230.744,45.84,0.2000,0.0000
1773717230.773,45.87,0.2000,0.0000
1773717230.799,45.90,0.2000,0.0000
1773717230.853,45.95,0.2000,0.0000
1773717230.879,45.98,0.2000,0.0000
1773717230.934,46.03,0.2000,0.0000
1773717230.964,46.06,0.2000,0.0000
1773717231.004,46.10,0.2000,0.0000
1773717231.072,46.17,0.2000,0.0000
1773717231.093,46.19,0.2000,0.0000
1773717231.135,46.23,0.2000,0.0000
1773717231.163,46.26,0.2000,0.0000
1773717231.203,46.30,0.2000,0.0000
1773717231.251,46.35,0.2000,0.0000
1773717231.289,46.39,0.2000,0.0000
1773717231.321,46.42,0.2000,0.0000
1773717231.375,46.47,0.2000,0.0000
1773717231.393,46.49,0.2000,0.0000
1773717231.443,46.54,0.2000,0.0000
1773717231.479,46.58,0.2000,0.0000
1773717231.512,46.61,0.2000,0.0000
1773717231.555,46.65,0.2000,0.0000
1773717231.605,46.70,0.2000,0.0000
1773717231.626,46.72,0.2000,0.0000
1773717231.679,46.78,0.2000,0.0000
1773717231.722,46.82,0.2000,0.0000
1773717231.764,46.86,0.2000,0.0000
1773717231.808,46.91,0.2000,0.0000
1773717231.827,46.93,0.2000,0.0000
1773717231.865,46.96,0.2000,0.0000
1773717231.901,47.00,0.2000,0.0000
1773717231.932,47.03,0.2000,0.0000
1773717231.967,47.07,0.2000,0.0000
1773717232.002,47.10,0.2000,0.0000
1773717232.033,47.13,0.2000,0.0000
1773717232.074,47.17,0.2000,0.0000
1773717232.118,47.22,0.2000,0.0000
1773717232.164,47.26,0.2000,0.0000
1773717232.207,47.31,0.2000,0.0000
1773717232.262,47.36,0.2000,0.0000
1773717232.303,47.40,0.2000,0.0000
1773717232.353,47.45,0.2000,0.0000
1773717232.407,47.51,0.2000,0.0000
1773717232.469,47.57,0.2000,0.0000
1773717232.486,47.59,0.2000,0.0000
1773717232.530,47.63,0.2000,0.0000
1773717232.584,47.68,0.2000,0.0000
1773717232.646,47.74,0.2000,0.0000
1773717232.683,47.78,0.2000,0.0000
1773717232.750,47.85,0.2000,0.0000
1773717232.796,47.89,0.2000,0.0000
1773717232.833,47.93,0.2000,0.0000
1773717232.894,47.99,0.2000,0.0000
1773717232.924,48.02,0.2000,0.0000
1773717232.972,48.07,0.2000,0.0000
1773717233.015,48.11,0.2000,0.0000
1773717233.048,48.15,0.2000,0.0000
1773717233.107,48.21,0.2000,0.0000
1773717233.160,48.26,0.2000,0.0000
1773717233.209,48.31,0.1400,0.2500
1773717233.267,48.37,0.1400,0.2500
1773717233.328,48.43,0.2000,0.0000
1773717233.360,48.46,0.2000,0.0000
1773717233.396,48.50,0.2000,0.0000
1773717233.425,48.52,0.2000,0.0000
1773717233.466,48.57,0.2000,0.0000
1773717233.524,48.62,0.2000,0.0000
1773717233.563,48.66,0.2000,0.0000
1773717233.596,48.69,0.2000,0.0000
1773717233.635,48.73,0.2000,0.0000
1773717233.656,48.75,0.2000,0.0000
1773717233.704,48.80,0.2000,0.0000
1773717233.744,48.84,0.2000,0.0000
1773717233.777,48.88,0.2000,0.0000
1773717233.819,48.92,0.2000,0.0000
1773717233.849,48.95,0.2000,0.0000
1773717233.889,48.99,0.2000,0.0000
1773717233.938,49.04,0.1400,0.2500
1773717233.965,49.06,0.1400,0.2500
1773717233.991,49.09,0.1400,0.2500
1773717234.036,49.14,0.2000,0.0000
1773717234.067,49.17,0.2000,0.0000
1773717234.102,49.20,0.2000,0.0000
1773717234.121,49.22,0.2000,0.0000
1773717234.186,49.29,0.2000,0.0000
1773717234.204,49.30,0.2000,0.0000
1773717234.252,49.35,0.2000,0.0000
1773717234.288,49.39,0.2000,0.0000
1773717234.317,49.42,0.2000,0.0000
1773717234.362,49.46,0.2000,0.0000
1773717234.390,49.49,0.2000,0.0000
1773717234.413,49.51,0.2000,0.0000
1773717234.465,49.56,0.2000,0.0000
1773717234.501,49.60,0.2000,0.0000
1773717234.526,49.63,0.2000,0.0000
1773717234.563,49.66,0.2000,0.0000
1773717234.594,49.69,0.2000,0.0000
1773717234.648,49.75,0.2000,0.0000
1773717234.676,49.78,0.2000,0.0000
1773717234.733,49.83,0.2000,0.0000
1773717234.751,49.85,0.2000,0.0000
1773717234.776,49.88,0.2000,0.0000
1773717234.804,49.90,0.2000,0.0000
1773717234.862,49.96,0.2000,0.0000
1773717234.901,50.00,0.2000,0.0000
1773717234.936,50.04,0.2000,0.0000
1773717234.964,50.06,0.2000,0.0000
1773717235.009,50.11,0.2000,0.0000
1773717235.040,50.14,0.2000,0.0000
1773717235.073,50.17,0.2000,0.0000
1773717235.103,50.20,0.2000,0.0000
1773717235.164,50.26,0.2000,0.0000
1773717235.220,50.32,0.2000,0.0000
1773717235.245,50.34,0.2000,0.0000
1773717235.288,50.39,0.2000,0.0000
1773717235.319,50.42,0.2000,0.0000
1773717235.359,50.46,0.2000,0.0000
1773717235.385,50.48,0.2000,0.0000
1773717235.434,50.53,0.2000,0.0000
1773717235.469,50.57,0.2000,0.0000
1773717235.511,50.61,0.2000,0.0000
1773717235.563,50.66,0.2000,0.0000
1773717235.611,50.71,0.2000,0.0000
1773717235.620,50.72,0.2000,0.0000
1773717235.695,50.79,0.2000,0.0000
1773717235.745,50.84,0.2000,0.0000
1773717235.762,50.86,0.2000,0.0000
1773717235.793,50.89,0.2000,0.0000
1773717235.856,50.96,0.2000,0.0000
1773717235.865,50.96,0.2000,0.0000
1773717235.894,50.99,0.2000,0.0000
1773717235.933,51.03,0.2000,0.0000
1773717235.975,51.07,0.2000,0.0000
